Phylum	Class	Order	Family	Species	N_genomes	BUSCO	genome_size	technology	Ploidy
Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas commoda	2	NA	155.41	NA	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas pusilla CCMP1545	2	NA	33.34	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Microstegium vimineum	1	NA	325.2	PacBio Sequel II; Omni-C	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Miscanthus floridulus	1	NA	760.47	PacBio Sequel; Illumina HiSeq	2
Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium neglectum	2	NA	79.41	Illumina GAIIx	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium sp. 549	1	NA	24.17	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Moricandia arvensis	1	NA	238.84	NA	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Moricandia moricandioides	1	NA	152.21	NA	NA
Streptophyta	Magnoliopsida	Zingiberales	Musaceae	Musa acuminata subsp. malaccensis	3	97.31	379.47	NA	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes homosphaera	1	NA	7.39	PacBio Sequel	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris sp. RS	1	NA	3.87	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris sp. X1	1	NA	4.22	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Sapindaceae	Nephelium lappaceum	1	NA	114.66	Illumina NovaSeq6000	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Olea europaea subsp. europaea	4	NA	1118.15	NA	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Olea europaea var. sylvestris	2	85.86	806.9	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza australiensis	1	NA	315.24	Oxford Nanopore MinION	2
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza meyeriana var. granulata	2	NA	579.35	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa aromatic subgroup	1	NA	109.58	PacBio Sequel; Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa aus subgroup	2	NA	111.62	PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa Indica Group	23	NA	1722.88	PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa Japonica Group	18	99.22	353.75	NA	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Oryza sativa tropical japonica subgroup	2	NA	110.58	PacBio Sequel; Illumina	NA
Streptophyta	Magnoliopsida	Lamiales	Oleaceae	Osmanthus fragrans	1	NA	209.15	PacBio Sequel II	NA
Chlorophyta	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium quekettii	1	NA	132	NA	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus lucimarinus CCE9901	2	NA	106.06	NA	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus mediterraneus	1	NA	13.36	PacBio RSII; Illumina HiSeq	NA
Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus tauri	9	NA	24.45	NA	NA
Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax japonicus	1	NA	551.69	PacBio	NA
Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax quinquefolius	1	NA	963.11	Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Apiales	Araliaceae	Panax stipuleanatus	1	NA	523.99	PacBio	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum hallii var. hallii	1	NA	390.79	PACBIO SEQUEL; Illumina HISeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Panicum virgatum	2	99.37	952.76	PACBIO Sequel	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Parachlorella kessleri	2	NA	20.56	Oxford Nanopore; Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Paspalum notatum	1	NA	151.75	PacBio	2
Streptophyta	Magnoliopsida	Malpighiales	Passifloraceae	Passiflora organensis	1	NA	80.64	PacBio Sequel	2
Streptophyta	Magnoliopsida	Lamiales	Paulowniaceae	Paulownia fortunei	1	NA	144.96	PacBio Sequel; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Perilla frutescens var. frutescens	1	NA	958.4	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Perilla frutescens var. hirtella	2	NA	527.58	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Laurales	Lauraceae	Persea americana var. drymifolia	1	NA	220.4	Sanger; 454; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Petunia axillaris subsp. parodii	1	NA	297.46	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Petunia secreta	1	NA	297.41	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Asparagales	Orchidaceae	Phalaenopsis hybrid cultivar	1	NA	726.54	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Pharus latifolius	1	NA	289.08	PacBio Sequel	2
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Phaseolus coccineus subsp. coccineus	1	NA	364.97	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Phragmites australis subsp. australis	1	NA	742.22	PacBio RS	NA
Chlorophyta	Picocystophyceae	Picocystales	Picocystaceae	Picocystis sp. L7	1	NA	18.66	PacBio	NA
Chlorophyta	Picocystophyceae	Picocystales	Picocystaceae	Picocystis sp. ML	1	NA	17.68	PacBio Sequel	NA
Streptophyta	Bryopsida	Bryales	Mniaceae	Pohlia nutans	1	NA	200.86	PacBio Sequel; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus alba x Populus glandulosa	1	NA	131.12	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus tomentosa	1	NA	599.37	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Populus x sibirica	2	NA	754.52	Oxford Nanopore MinION; Illumina HiSeq 2500	NA
Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Prasinocladus sp. malaysianus	1	NA	30.34	PacBio	NA
Chlorophyta	Palmophyllophyceae	Prasinococcales	Prasinococcaceae	Prasinococcaceae sp. CCMP 1430	1	NA	8.42	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca bovis	1	NA	7.64	Illumina MiSeq; 454	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca ciferrii	1	NA	8.25	Illumina MiSeq; 454	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca cutis	2	NA	6.27	Illumina MiSeq	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca stagnorum	1	NA	5.19	HiSeq 2500	NA
Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Prototheca wickerhamii	2	NA	26.11	Illumina	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus davidiana	1	NA	68.8	PacBio Sequel	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus fruticosa	1	NA	105.18	Oxford Nanopore PromethION	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus kanzakura	2	NA	160.39	Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus mira	1	NA	67.81	PacBio Sequel	2
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Prunus yedoensis var. nudiflora	2	NA	286.92	PacBio	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Psidium friedrichsthalianum	1	NA	132.45	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Pueraria montana var. thomsonii	1	NA	415.54	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pugionium cornutum	1	NA	134.1	Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Pugionium dolabratum	1	NA	114.73	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Bromeliaceae	Puya raimondii	1	NA	117.53	PacBio Sequel; Illumina	2
Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas parkeae	1	NA	83.06	Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus betulifolia	1	NA	141.26	PacBio	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus pyrifolia	1	NA	155.46	Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus ussuriensis x Pyrus communis	1	NA	419.64	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Pyrus x bretschneideri	3	88.87	448.7	Illumina HS2000	NA
Streptophyta	Magnoliopsida	Fagales	Fagaceae	Quercus aquifolioides	1	NA	262.33	PacBio RSII; Illumina	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus raphanistrum subsp. landra	1	NA	111.77	PacBio RSII; Illumina HiSeq X Ten	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus raphanistrum subsp. raphanistrum	2	NA	110.47	PacBio RSII; Illumina HiSeq X Ten	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus raphanistrum x Raphanus sativus	2	NA	123.61	PacBio Sequel; Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus sativus var. caudatus	1	NA	123.22	PacBio RSII; Illumina	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus sativus var. niger	1	NA	117.67	PacBio RSII; Illumina	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus sativus var. oleiformis	1	NA	126.06	PacBio RSII; Illumina	NA
Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Raphanus sativus var. raphanistroides	1	NA	119.36	PacBio RSII; Illumina HiSeq X Ten	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Raphidocelis subcapitata	1	NA	57.65	Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Rhodamnia rubescens	1	NA	111.58	Oxford Nanopore MinION; Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron griersonianum	1	NA	529.36	Oxford Nanopore PromethION	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron henanense subsp. lingbaoense	1	NA	177.12	PacBio Sequel II	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron kiyosumense	1	NA	176.86	DNBSeq	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron mucronatum var. ripense	1	NA	158.93	Sequel	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Rhododendron ovatum	1	NA	157.9	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Rhodomyrtus psidioides	1	NA	270.93	PacBio HiFi	NA
Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa x damascena	1	NA	228.57	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum hybrid cultivar	4	NA	261.95	PacBio; Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum hybrid cultivar SP80-3280	2	NA	1299.31	Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Saccharum officinarum	1	NA	1880.85	PacBio RSII; Illumina	8
Streptophyta	Magnoliopsida	Malpighiales	Salicaceae	Salix arbutifolia	1	NA	90.7	Oxford Nanopore GridION	NA
Streptophyta	Magnoliopsida	Ericales	Sarraceniaceae	Sarracenia alata	1	NA	982.55	PacBio Sequel; Illumina HiSeq; BioNano	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus quadricauda	1	NA	21.22	Ion Proton	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus sp. ARA	1	NA	29.57	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus sp. ARA3	1	NA	29.57	Illumina HiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus sp. NREL 46B-D3	1	NA	141.19	Pacbio	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus sp. PABB004	1	NA	48.11	PacBio RS	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus vacuolatus	1	NA	7.79	454	NA
Streptophyta	Magnoliopsida	Asterales	Asteraceae	Senecio squalidus	2	NA	198.71	NA	2
Streptophyta	Magnoliopsida	Malvales	Dipterocarpaceae	Shorea leprosula	1	NA	106.48	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene latifolia subsp. alba	1	NA	206.99	Illumina HiSeq; Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene uniflora	1	NA	249.21	Illumina MiSeq	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Sindora glabra	1	NA	313.84	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum appendiculatum	1	NA	471.3	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum lycopersicum var. cerasiforme	1	NA	751.16	Sequel	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum sitiens	1	NA	742.19	Illumina HiSeq; PacBio RSII; PacBio Sequel; BioNano Irys; 10x Genomics Chromium	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum stenotomum subsp. goniocalyx	2	NA	267.71	Illumina HiSeq; PacBio	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum stenotomum subsp. stenotomum	1	NA	307.91	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum tuberosum subsp. andigenum	2	NA	325.32	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum x curtilobum	1	NA	401.62	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum x juzepczukii	1	NA	328.37	Illumina HiSeq	NA
Streptophyta	Sphagnopsida	Sphagnales	Sphagnaceae	Sphagnum magellanicum	1	NA	359.7	PacBio Sequel I; Illumina HiSeq-Rapid	NA
Streptophyta	Zygnemophyceae	Spirogloeales	Spirogloeaceae	Spirogloea muscicola	1	NA	50.81	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Stipa capillata	1	NA	321.9	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Streptochaeta angustifolia	1	NA	557.85	Illumina; Bionano	NA
Streptophyta	Magnoliopsida	Caryophyllales	Talinaceae	Talinum fruticosum	1	NA	195.97	Oxford Nanopore GridION; Oxford Nanopore PromethION; Illumina HiSeq	NA
Streptophyta	Pinopsida	Cupressales	Taxaceae	Taxus chinensis	1	NA	7187.2	PacBio Sequel	NA
Streptophyta	Pinopsida	Cupressales	Taxaceae	Taxus wallichiana var. yunnanensis	1	NA	3055.8	Illumina NovaSeq	NA
Streptophyta	Magnoliopsida	Proteales	Proteaceae	Telopea speciosissima	2	98.2	651.16	Oxford Nanopore PromethION; Oxford Nanopore MinION; Illumina NovaSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Tetrabaenaceae	Tetrabaena socialis	1	NA	101.04	Illumina HiSeq; Illumina MiSeq	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus acuminatus	1	NA	37.34	NA	NA
Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Tetradesmus obliquus	3	NA	185.55	PacBio	NA
Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis striata	1	NA	71.86	PacBio	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Tetrastigma voinierianum	1	NA	1015.91	Oxford Nanopore MinION	NA
Chlorophyta	Trebouxiophyceae	Prasiolales	Stichococcaceae	Tetratostichococcus sp. P1	1	NA	16.96	IonTorrent	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Themeda triandra	1	NA	546.89	Oxford Nanopore MinION	NA
Streptophyta	Pinopsida	Cupressales	Cupressaceae	Thuja plicata	1	NA	2291.08	Illumina HiSeq	2
Streptophyta	Magnoliopsida	Malvales	Malvaceae	Tilia amurensis	1	NA	4.24	454	NA
Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia gelatinosa	1	NA	18.07	Illumina HiSeq	NA
Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia sp. TZW2008	1	NA	22.16	Illumina Hiseq2500	NA
Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Trichopus zeylanicus subsp. travancoricus	1	NA	205.72	Illumina HiSeq; PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum aestivum subsp. tibeticum	1	NA	4084.19	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum turgidum subsp. durum	1	NA	46352.64	NA	NA
Streptophyta	Magnoliopsida	Poales	Typhaceae	Typha latifolia	2	NA	179.57	Illumina HiSeqX; PacBio Sequel II	2
Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva mutabilis	1	NA	28.46	NA	NA
Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae	Ulva prolifera	1	NA	26.91	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium darrowii	2	NA	457.65	PacBio; Illumina	NA
Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium myrtillus	1	NA	150.56	Illumina; Oxford Nanopore	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia sativa	2	NA	450.48	Oxford Nanopore PromethION	2
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna angularis var. angularis	3	NA	393.95	PacBio RSII; Illumina HiSeq2500	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna mungo var. mungo	2	NA	147.95	Illumina HiSeq; Oxford Nanopore GridION	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna radiata var. radiata	3	98.47	387.61	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna umbellata	1	NA	117.41	Illumina; PacBio	2
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna unguiculata subsp. dekindtiana	1	NA	150.48	PacBio RSII	NA
Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vigna unguiculata subsp. unguiculata	1	NA	94.91	Illumina HiSeq; ABI3730; Illumina GAIIx	NA
Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola pubescens var. scabriuscula	1	NA	103.26	Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Ericales	Sapotaceae	Vitellaria paradoxa	1	NA	189.44	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis aestivalis var. linsecomii x Vitis rupestris	1	NA	176.66	Illumina NextSeq	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis cinerea x Vitis riparia	1	NA	169.13	NA	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis hybrid cultivar	2	NA	176.36	Illumina NextSeq	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis riparia x Vitis cinerea	1	NA	189.51	NA	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis rupestris	1	NA	171.96	Illumina NextSeq	2
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis vinifera subsp. sylvestris	1	NA	88.86	NA	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis x doaniana	1	NA	157.46	Illumina NextSeq	NA
Streptophyta	Magnoliopsida	Vitales	Vitaceae	Vitis x labruscana x Vitis vinifera	1	NA	146.54	Illumina HiSeq2500, Illumina NovaSeq	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox africanus	1	NA	122.06	PacBio; Illumina HiSeq2500	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox carteri f. nagariensis	2	NA	128.14	Sanger	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Volvox reticuliferus	2	NA	123.58	PacBio; Illumina HiSeq2500	NA
Streptophyta	Magnoliopsida	Sapindales	Meliaceae	Xylocarpus granatum	1	NA	72.4	PacBio; Hiseq2000	NA
Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella unicocca	2	NA	40.17	PacBio; Illumina HiSeq	NA
Streptophyta	Magnoliopsida	Sapindales	Rutaceae	Zanthoxylum bungeanum	1	NA	1205.23	PacBio Sequel	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zea mays subsp. mays	6	NA	648.32	Illumina	NA
Streptophyta	Magnoliopsida	Poales	Poaceae	Zizania palustris	1	NA	1000.11	PacBio	NA
Streptophyta	Magnoliopsida	Rosales	Rhamnaceae	Ziziphus jujuba var. spinosa	1	NA	315.99	PacBio Sequel	NA
